HUD Property ID,HUD Subsidy ID,NHPD Property ID,NHPD Subsidy ID,Subsidy Status,Subsidy Name,Subsidy Subname,Start Date,End Date,Assisted Units,Property Name,Street Address,City,State,Zip Code,Longitude,Latitude,Owner Name,Owner Type,Manager Name,Manager Type,0-1 Bedroom Units,Two Bedroom Units,Three+ Bedroom Units,Target Population,Earliest Construction Date,Latest Construction Date,Rent to FMR Ratio,Known Total Units,Renewal Type Name,Inactive Status Description,Construction Type,Unpaid Principal Balance,Renewal Name,Renewal ID,SOA Code
800021895,VA39T831006,1094317,93a2cd50-d1ff-e611-8115-74d435edc0c2,Inactive,Section 8,202/8 NC,01/09/2009,01/08/2015,6,Independent Living Homes I,2201 Huntington Avenue,Alexandria,VA,22303,-77.068034,38.792479,"Pathway Homes, Inc.                                                                                 ",Non-Profit,"Pathway Homes, Inc.                                                                                 ",Non-Profit,,,,,,,54.39,6,,End Date Passed,,,,,
800021909,,1094324,e9a2cd50-d1ff-e611-8115-74d435edc0c2,Inactive,Section 202,202/8 DIRECT LOAN/ELDERLY-HANDICAPPED,10/13/1992,10/01/2031,38,Kemet House,2139 BROADMOOR AVE,Chesapeake,VA,23320-4746,-76.327931,36.77392,"Chesapeake RHF Housing, Inc",Non-Profit,"Foundation Property Management, Inc.",Non-Profit,,,,,,,,38,,Missing from Subsequent Updates,,1398824.04,,,ZPF
800079230,,1094327,17a3cd50-d1ff-e611-8115-74d435edc0c2,Inactive,Section 202,202/8 DIRECT LOAN/ELDERLY-HANDICAPPED,09/11/1992,10/01/2031,30,THE MEADOWLANDS,5800 MEADOWS DR,Crozet,VA,22932-9359,-78.70075,38.055224,MEADOWS HOUSING CORP.,,Piedmont Housing Alliance,Non-Profit,,,,,,,,30,,Missing from Subsequent Updates,,778661.85,,,ZPF
800021759,VAA2003030,1094344,2da4cd50-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/2003,01/01/2033,28,COLLEGE HILL HOMES,810 HARRISON ST,LYNCHBURG,VA,24504,-79.147362,37.413132,COLLEGE HILL HOMES LP,Non-Profit,,,,,,,,,,28,,Missing from Subsequent Updates,,,,,
800021765,VAA2003040,1094351,d1f2c556-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% and 9% Tax Credit,01/01/2003,01/01/2033,102,COUNTRY PLACE,111 STARBUCK CT,RICHMOND,VA,23223,-77.357925,37.551327,HUNTON & WILLIAMS,Non-Profit,,,,,,,,,,102,,Missing from Subsequent Updates,,,,,
800021921,,1094357,4bf3c556-d1ff-e611-8115-74d435edc0c2,Inactive,Section 202,202/8 DIRECT LOAN/ELDERLY-HANDICAPPED,07/02/1984,11/01/2023,99,LAKERIDGE FELLOWSHIP HOUSE,12800 HARBOR DR,Woodbridge,VA,22192-2916,-77.279506,38.675551,"Fellowship Square Foundation, Inc.",Non-Profit,National Lutheran Home for the Aged,Non-Profit,,,,,,,,100,,Missing from Subsequent Updates,,3305646,,,ZPF
800021953,,1094384,c9f4c556-d1ff-e611-8115-74d435edc0c2,Inactive,Section 202,202/8 DIRECT LOAN/ELDERLY-HANDICAPPED,11/04/1994,12/01/2031,23,McKendree Manor,101 McKendree Ct,Fredericksburg,VA,22406,-77.508257,38.356967,Stafford United Methodist Housing Development Corp,,Amurcon Realty Company,,,,,,,,,23,,Missing from Subsequent Updates,,765739,,,ZPF
800021977,VAA2009125,1094388,3ff5c556-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/2009,01/01/2039,116,SOUTHWYCK HILLS APARTMENTS,114 N HILLS CT,DANVILLE,VA,24541,-79.407883,36.554268,GREENS OF PINE GLEN LP & ATLANTIC DEVELOPMENT LLC,,,,,,,,,,,116,,Missing from Subsequent Updates,,486550,,,
800021972,VAA2004075,1094390,51f5c556-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/2004,01/01/2034,152,NEWBRIDGE VILLAGE,313 NEWBRIDGE RD,RICHMOND,VA,23223,-77.343079,37.545807,F & W MGMT,For Profit,,,,,,,,,,152,,Missing from Subsequent Updates,,,,,
800021973,051004NIRAP,1094408,37f6c556-d1ff-e611-8115-74d435edc0c2,Inactive,Section 8,RAP,09/10/1975,12/09/2016,99,NEWMAN VILLAGE APARTMENTS,4000A OLD BROOK RD,Richmond,VA,23227-4208,-77.446527,37.589997,"Newman Village Preservation, L.P.",For Profit,TRG Management Company LLP,For Profit,,,,,,,55.67,99,,End Date Passed,,,,,
800022136,VAA2003150,1094426,7046be5c-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/2003,01/01/2033,200,NEWPORT HARBOUR APARTMENTS ( AKA WALKER VILLAGE ),2325 MADISON AVE,NEWPORT NEWS,VA,23607,-76.417892,36.981342,SILVER STREET DEVELOPMENT CORP,For Profit,"Housing Management Resources, Inc.",,,,,,,,,200,,Missing from Subsequent Updates,,,,,
800021783,VAA2002265,1094482,9221b662-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/2002,01/01/2032,140,WILLIAMSBURG VILLAGE,1669 THALIA CRES,RICHMOND,VA,23231,-77.391228,37.509132,WILLIAMSBURG VILLAGE ASSOC LP,,,,,,,,,,,140,,Missing from Subsequent Updates,,,,,
800022023,VAA2005182,1094496,4a22b662-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% and 9% Tax Credit,01/01/2005,01/01/2035,100,PETERSBURG EAST I,110 CROATAN DR,PETERSBURG,VA,23803,-77.364723,37.239365,WHITEHILL ESTATES - I LP,For Profit,,,,,,,,,,100,,Missing from Subsequent Updates,,670093,,,
800022013,VAA2006105,1094500,6a22b662-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/2006,01/01/2036,200,CITY LINE,155A MYTILENE DR,NEWPORT NEWS,VA,23605,-76.421181,37.019627,CITY LINE ASSOC LP,For Profit,,,,,,,,,,200,,Missing from Subsequent Updates,,550519,,,
800021960,VAA2005135,1094510,ec22b662-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/2005,01/01/2035,112,MOSBY HEIGHTS APARTMENTS,2510 MOSBY CT,HARRISONBURG,VA,22801,-78.898682,38.421062,AHD INC,,,,,,,,,,,112,,Missing from Subsequent Updates,,,,,
800021805,,1094512,fa22b662-d1ff-e611-8115-74d435edc0c2,Inactive,Section 202,202/8 DIRECT LOAN/ELDERLY-HANDICAPPED,10/16/1987,09/01/2026,23,Elm Manor Homes,32 Elm Ave SW,Roanoke,VA,24016,-79.941415,37.266825,"Elm Manor Homes, INC.",,"Coordinated Services Management, INC.",,,,,,,,,38,,Missing from Subsequent Updates,,688482,,,ZPF
800022025,VA36T821029,1094516,2623b662-d1ff-e611-8115-74d435edc0c2,Inactive,Section 8,202/8 NC,06/25/2010,06/24/2020,17,PHOENIX VILLAGE,1 Great Oak Circle,Newport News,VA,23602-1050,-76.465314,37.080608,PHOENIX VILLAGE ASSOCIATES INC,Non-Profit,NNRHA,Non-Profit,,,,,,,76.57,17,,End Date Passed,,,,,
800021835,,1094524,8e23b662-d1ff-e611-8115-74d435edc0c2,Inactive,Section 202,202/8 DIRECT LOAN/ELDERLY-HANDICAPPED,12/08/1993,01/01/2032,47,Frederick House,107 Lakeridge Dr,Stephens City,VA,22655,-78.190443,39.109601,Frederick United Methodist Housing Dev. Corp.,,Amurcon Realty Company,,,,,,,,,48,,Missing from Subsequent Updates,,1439590,,,ZPF
800021825,VAA2002065,1094532,0a24b662-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/2002,01/01/2032,192,FOREST VILLAGE,1300 FOREST VLG,FREDERICKSBURG,VA,22401,-77.480499,38.312302,FV FREDERICKSBURG LP,For Profit,,,,,,,,,,192,,Missing from Subsequent Updates,,,,,
800022047,VAA2002095,1094544,8cd3af68-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/2002,01/01/2032,100,HOPE VILLAGE ( HENRICO COUNTY ),1605 HOPE RD,GLEN ALLEN,VA,23060,-77.471556,37.649788,HOPE VILLAGE PRESERVATION LP,For Profit,,,,,,,,,,100,,Missing from Subsequent Updates,,,,,
800222359,VAA2005012,1094561,78d4af68-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% and 9% Tax Credit,01/01/2005,01/01/2035,244,ASHTON HEIGHTS,3530 DONA DR NW,ROANOKE,VA,24017,-79.995926,37.290806,HERCULES REAL ESTATE SERVICES INC,For Profit,"Hercules Real Estate Services, Inc",,,,,,,,,244,,Missing from Subsequent Updates,,845134,,,
800222359,VAA1987010,1094561,7cd4af68-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1987,01/01/2002,116,CARU APARTMENTS,3530 DONA DR NW,ROANOKE,VA,24017,-79.995926,37.290806,CARU APTS PARTNERSHIP,,,,,,,,,,,116,,Non-programmatic,,,,,
800222359,VAA1987015,1094561,80d4af68-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1987,01/01/2002,128,CARU EAST APARTMENTS,3530 DONA DR NW,ROANOKE,VA,24017,-79.995926,37.290806,CARU EAST APTS PARTNERSHIP,,,,,,,,,,,128,,Non-programmatic,,,,,
800022009,,1094565,d4d4af68-d1ff-e611-8115-74d435edc0c2,Inactive,Section 202,202/8 DIRECT LOAN/ELDERLY-HANDICAPPED,01/27/1983,01/01/2022,6,PATHWAY HOMES,6215 Pioneer Dr,Springfield,VA,22150-1545,-77.174661,38.783079,"Pathway Homes, Inc.",Non-Profit,"Pathway Homes, Inc.",Non-Profit,,,,,,,,6,,Missing from Subsequent Updates,,140974.27,,,ZPF
800021850,,1094587,88d5af68-d1ff-e611-8115-74d435edc0c2,Inactive,Section 202,202/8 DIRECT LOAN/ELDERLY-HANDICAPPED,02/20/1992,10/01/2030,39,Grace Place,2735 CORPREW AVE,Norfolk,VA,23504-4026,-76.256754,36.850365,"LIBERTY PARK RHF HOUSING,INC",Non-Profit,"Foundation Property Management, Inc.",Non-Profit,,,,,,,,40,,Missing from Subsequent Updates,,1101841.23,,,ZPF
800021692,VAA1988035,1094556,2cd6af68-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1988,01/01/2003,193,ATLANTIS APARTMENTS,999 ATLANTIS DR,VIRGINIA BEACH,VA,23451,-75.991608,36.838776,CENTURY PACIFIC HOUSING PARTNERSHIP XIII                                                            ,For Profit,,,,,,,,,,208,,Non-programmatic,,,,,
800021692,VAA2005015,1094556,30d6af68-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/2005,01/01/2035,193,ATLANTIS,999 ATLANTIS DR,VIRGINIA BEACH,VA,23451,-75.991608,36.838776,MICHAELS DEVELOPMENT COMPANY,For Profit,,,,,,,,,,208,,Non-programmatic,,,,,
800022030,VAA2004090,1094568,9cd6af68-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/2004,01/01/2034,114,PLACE ONE APARTMENTS,4222 ALMORA AVE,RICHMOND,VA,23228,-77.508575,37.619236,EDGEWOOD MANAGEMENT CORPORATION,For Profit,,,,,,,,,,114,,Missing from Subsequent Updates,,,,,
800021859,VA368023003,1094595,10c6a66e-d1ff-e611-8115-74d435edc0c2,Inactive,Section 8,Sec 8 NC,11/01/2010,05/31/2011,12,Hackley Avenue Apartments,"2624 SALEM TURNPIKE, NW",Roanoke,VA,24017,-79.985949,37.285364,Roanoke Rha,For Profit,Roanoke Rha,For Profit,,,,,,,87.99,24,,End Date Passed,,,,,
800021877,VAA2003100,1094601,74c6a66e-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/2003,01/01/2033,100,HERITAGE PARK I APARTMENTS,1003 HERITAGE PARK,FREDERICKSBRG,VA,22401,-77.499748,38.31263,FRED I LP,Non-Profit,,,,,,,,,,100,,Missing from Subsequent Updates,,,,,
800021689,VAA2002010,1094606,dcc6a66e-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/2002,01/01/2032,77,ARLINGTON VIEW TERRACE,1429 S ROLFE ST,ARLINGTON,VA,22204,-77.074333,38.860741,AHC LP-3,,AHC Management LLC,For Profit,,,,,,,,77,,Missing from Subsequent Updates,,,,,
800021706,,1094610,0ac7a66e-d1ff-e611-8115-74d435edc0c2,Inactive,Section 202,202/8 DIRECT LOAN/ELDERLY-HANDICAPPED,09/29/1983,01/01/2023,119,Beth Sholom Sands,6405 Auburn Dr,Virginia Beach,VA,23464,-76.216401,36.807923,New Sands Apartments Limited Partnership,,"Preservation Management, INC.",,,,,,,,,120,,Missing from Subsequent Updates,,2815340,,,ZPF
800021842,VAA2003085,1094612,32c7a66e-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% and 9% Tax Credit,01/01/2003,01/01/2033,150,FRIENDSHIP COURT ( AKA GARRETT SQUARE ),418 GARRETT ST,CHARLOTTESVLE,VA,22902,-78.479538,38.027805,NHTE PIEDMONT GARRETT SQUARE LIMITED PARTNERSHIP                                                    ,For Profit,,,,,,,,,,150,,Missing from Subsequent Updates,,,,,
800021878,VAA2003105,1094614,68c7a66e-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/2003,01/01/2033,96,HERITAGE PARK II APARTMENTS,1009 HERITAGE PARK,FREDERICKSBRG,VA,22401,-77.499863,38.312641,FRED II LP,Non-Profit,,,,,,,,,,101,,Missing from Subsequent Updates,,,,,
,VAA1987025,1111681,48a29e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1987,01/01/2002,31,FRANKLIN SOUTH,1205 SOUTH ST APT A,FRANKLIN,VA,23851,-76.928696,36.669159,FRANKLIN ASSOCIATES,For Profit,,,,,,,,,,31,,Non-programmatic,,,,,
,VAA1987030,1113744,5ca29e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1987,01/01/2002,40,ONANCOCK SQUARE,160 JACOB ST,ONANCOCK,VA,23417,-75.744301,37.709099,ONANCOCK ASSOCIATES,For Profit,,,,,,,,,,40,,Non-programmatic,,,,,
,VAA1987035,1109919,6ca29e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1987,01/01/2002,48,RIVERMEADE APARTMENTS,100 RIVERMEADE CT,YORKTOWN,VA,23690,-76.519279,37.226704,RIVERMEADE ASSOCIATES                                                                               ,For Profit,,,,,,,,,,48,,Non-programmatic,,,,,
,VAA2006120,1109919,78a29e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% and 9% Tax Credit,01/01/2006,01/01/2036,48,RIVERMEADE APARTMENTS,100 RIVERMEADE CT,YORKTOWN,VA,23690,-76.519279,37.226704,COMMUNITY HSG PARTNERS,For Profit,,,,,,,,,,48,,Non-programmatic,,238929,,,
,VAA1991085,1109919,7ca29e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1991,01/01/2021,32,RIVERMEADE II APARTMENTS,100 RIVERMEADE CT,YORKTOWN,VA,23690,-76.519279,37.226704,RIVERMEADE ASSOCIATES                                                                               ,For Profit,,,,,,,,,,32,,Missing from Subsequent Updates,,,,,
,VAA2006121,1109919,84a29e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% and 9% Tax Credit,01/01/2006,01/01/2036,32,RIVERMEADE II APARTMENTS,100 RIVERMEADE CT,YORKTOWN,VA,23690,-76.519279,37.226704,COMMUNITY HSG PARTNERS,For Profit,,,,,,,,,,32,,Missing from Subsequent Updates,,187033,,,
,VAA1988045,1112063,f4a29e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1988,01/01/2003,17,CAROLINE MANOR II,ROUTE 207,BOWLING GREEN,VA,22427,-77.250983,38.021719,CAROLINE MANOR II ASSOCIATES,For Profit,,,,,,,,,,17,,Non-programmatic,,,,,
,,1112063,f8a29e74-d1ff-e611-8115-74d435edc0c2,Inactive,RHS 515,RHS 515,10/14/2005,,,CAROLINE MANOR II APARTMENTS,15478 CAROLINE MANOR CIRCLE,BOWLING GREEN,VA,22427,-77.250983,38.021719,CAROLINE MANOR II LIMITED PARTNERSHIP,For Profit,"TM ASSOCIATES MANAGEMENT, INC",For Profit,,,,,,,,17,,Missing from Subsequent Updates,,594396.17,,,
,VAA1988070,1110933,2ca39e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1988,01/01/2003,16,PINE STREET II,10322 PENNY LN,WAKEFIELD,VA,23888,-76.975052,36.97377,PINE STREET II LP,,,,,,,,,,,16,,Non-programmatic,,,,,
,VAA1988100,1116024,70a39e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1988,01/01/2003,40,WAVERLY VILLAGE,600 AMHERST LN,WAVERLY,VA,23890,-77.085548,37.02729,WAVERLY LIMITED PARTNERSHIP,For Profit,,,,,,,,,,40,,Non-programmatic,,,,,
,,1116024,80a39e74-d1ff-e611-8115-74d435edc0c2,Inactive,RHS 515,RHS 515,10/26/2005,08/30/2038,,WAVERLY VILL I LP,600 AMHURST LN,WAVERLY,VA,23890,,,WAVERLY VILLAGE I LP,For Profit,"TM ASSOCIATES MANAGEMENT, INC",For Profit,,,,,,,,40,,Missing from Subsequent Updates,,857243.59,,,
,VAA1989010,1110402,9ca39e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1989,01/01/2004,32,ABINGDON GREEN APARTMENTS,290 SENIOR DR NE,ABINGDON,VA,24210,-81.965607,36.71777,ABINGDON GREEN LP,,,,,,,,,,,32,,Non-programmatic,,,,,
,VAA1989015,1094641,b0a39e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1989,01/01/2004,240,ARBOR GLEN APARTMENTS,2616 ARBOR GLEN DR,CHESAPEAKE,VA,23324,-76.254517,36.806984,ARBOR GLEN LIMITED PARTNERSHIP,For Profit,,,,,,,,,,240,,Non-programmatic,,,,,
,VAA1989085,1094651,48a49e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1989,01/01/2004,120,LANDMARK APARTMENTS,2900 FIRESIDE RD,CHESAPEAKE,VA,23324,-76.252541,36.812412,LANDMARK LIMITED PARTNERSHIP,For Profit,,,,,,,,,,120,,Non-programmatic,,,,,
,VAA1990020,1094663,c4a49e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% and 9% Tax Credit,01/01/1990,01/01/2020,1,"221 NINTH STREET , SW",221 9TH ST SW,CHARLOTTESVILLE,VA,22903,-78.494766,38.030857,,For Profit,,,,,,,,,,1,,Missing from Subsequent Updates,,,,,
800244972,VAA1990045,1094671,dca49e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% and 9% Tax Credit,01/01/1990,01/01/2020,77,BROOKLAND PARK PLAZA,1221 E BROOKLAND PARK BLVD,RICHMOND,VA,23222,-77.41906,37.569847,RELATED COMPANIES OF NY INC,,,,,,,,,,,77,,Missing from Subsequent Updates,,,,,
,VAA1990050,1110857,e4a49e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1990,01/01/2020,24,Cedar Street Apartments,545 Cedar St,Smithfield,VA,23430,-76.63856,36.975854,Cedar Street L. P.,Non-Profit,,,,,,,,,,24,,Missing from Subsequent Updates,,,,,
,VAA1990100,1109769,34a59e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1990,01/01/2020,20,INDIAN CREEK APARTMENTS,501 SOUTHPORT LN,KILMARNOCK,VA,22482,-76.379562,37.704197,KILMARNOCK LIMITED PARTNERSHIP,For Profit,,,,,,,,,,20,,Missing from Subsequent Updates,,,,,
,VAA1990110,1113364,54a59e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1990,01/01/2020,40,MEADOWS ( THE ),500 HYLAWN AVE,FARMVILLE,VA,23901,-78.378075,37.298061,THE MEADOWS ASSOC,,,,,,,,,,,40,,Non-programmatic,,,,,
,VAA1990130,1109847,94a59e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1990,01/01/2020,44,PULASKI VILLAGE,992 MEMORIAL DR,PULASKI,VA,24301,-80.760193,37.062469,PULASKI VILLAGE LP,,,,,,,,,,,44,,Non-programmatic,,,,,
,VAA1992130,1114591,cca59e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1992,01/01/2022,8,SURRY VILLAGE III,82 SURRY VILLAGE DR,SPRING GROVE,VA,23881,-76.847984,37.149715,SURRY III LP,For Profit,,,,,,,,,,8,,Missing from Subsequent Updates,,,,,
,VAA2006122,1114591,d0a59e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% and 9% Tax Credit,01/01/2006,01/01/2036,48,SURRY VILLAGE I,82 SURRY VILLAGE DR,SPRING GROVE,VA,23881,-76.847984,37.149715,TM ASSOC MGMT INC,For Profit,,,,,,,,,,48,,Missing from Subsequent Updates,,203645,,,
,VAA1991030,1110600,0ca69e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1991,01/01/2021,36,Cananche Creek Apartments,230 Virginia Ave NE,Norton,VA,24273,-82.61946,36.944977,"Cananche Creek, L. P.",Non-Profit,,,,,,,,,,36,,Missing from Subsequent Updates,,,,,
,VAA1991100,1110600,14a69e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1991,01/01/2021,20,Shawnee Ridge Apartments,230 Virginia Ave NE,Norton,VA,24273,-82.61946,36.944977,"Shawnee Ridge, L. P.",Non-Profit,,,,,,,,,,20,,Missing from Subsequent Updates,,,,,
,VAA1991055,1114001,42cd967a-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1991,01/01/2021,44,ELKMONT APARTMENTS,101 ELKMONT DR,ELKTON,VA,22827,-78.620285,38.400429,ELKMONT PARTNERS LP,,,,,,,,,,,44,,Missing from Subsequent Updates,,,,,
,VAA1991060,1111485,52cd967a-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1991,01/01/2021,46,GROTTOES APARTMENTS,709 AUGUSTA AVE,GROTTOES,VA,24441,-78.818344,38.264187,GROTTOES PARTNERS LP,,,,,,,,,,,46,,Missing from Subsequent Updates,,,,,
,VAA1991075,1111707,72cd967a-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1991,01/01/2021,40,NORTON GREEN APARTMENTS,380 14TH ST NW,NORTON,VA,24273,-82.64109,36.931767,NORTON GREEN LP,For Profit,,,,,,,,,,40,,Missing from Subsequent Updates,,,,,
,VAA1991095,1094702,8ecd967a-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1991,01/01/2021,34,SCOTTSVILLE SCHOOL APARTMENTS,300 PAGE ST,SCOTTSVILLE,VA,24590,-78.49707,37.798046,"SCOTTSVILLE SCHOOL ASSOC., L.P. C/O JDC",For Profit,,,,,,,,,,34,,Missing from Subsequent Updates,,,,,
,VAA1991115,1109288,a6cd967a-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1991,01/01/2021,39,VICTORIA PLACE,1409 TIDEWATER AVE,VICTORIA,VA,23974,-78.226883,36.988499,VICTORIA LP,For Profit,,,,,,,,,,39,,Missing from Subsequent Updates,,,,,
,VAA1991120,1109355,b6cd967a-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1991,01/01/2021,39,WASHINGTON COURT APARTMENTS,262 STONE MILL RD SW,ABINGDON,VA,24210,-81.989265,36.70266,PROPERTY MGMT CORP OF VA,For Profit,,,,,,,,,,39,,Missing from Subsequent Updates,,,,,
,VAA1991125,1116147,c6cd967a-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1991,01/01/2021,24,WAVERLY ELDERLY,900 COVINGTON CT,WAVERLY,VA,23890,-77.083138,37.039959,WAVERLY ELDERLY LP,For Profit,,,,,,,,,,24,,Missing from Subsequent Updates,,,,,
,VAA1991135,1094708,d6cd967a-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1991,01/01/2021,108,WESTOVER STATION APARTMENTS,805 ROAM CT,NEWPORT NEWS,VA,23605,-76.435509,37.016449,WESTOVER STATION ASSOC LP,Non-Profit,,,,,,,,,,108,,Missing from Subsequent Updates,,,,,
,VAA1991140,1094710,decd967a-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1991,01/01/2021,48,WOODRIDGE ( AMT ),2251 MOUNTAIN VIEW TER SW,ROANOKE,VA,24015,-79.982574,37.270401,WOODRIDGE APTS LP,For Profit,,,,,,,,,,96,,Missing from Subsequent Updates,,,,,
,VAA1992005,1113219,e6cd967a-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1992,01/01/2022,48,AMHERST VILLAGE,111 NEWINGTON DR,AMHERST,VA,24521,-79.053574,37.587322,AMHERST LIMITED PARTNERSHIP,For Profit,,,,,,,,,,48,,Missing from Subsequent Updates,,,,,
,VAA1992015,1114636,fecd967a-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1992,01/01/2022,24,BRUNSWICK COMMONS,16 BRUNSWICK COMMONS CT,LAWRENCEVILLE,VA,23868,-77.834084,36.766273,BRUNSWICK LIMITED PARTNERSHIP                                                                       ,For Profit,,,,,,,,,,24,,Missing from Subsequent Updates,,,,,
,VAA1992020,1110397,12ce967a-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1992,01/01/2022,40,CARRIAGE RUN,240 CARRIAGE RUN CT,EMPORIA,VA,23847,-77.544189,36.695675,CARRIAGE RUN LIMITED PARTNERSHIP,For Profit,,,,,,,,,,40,,Missing from Subsequent Updates,,,,,
,VAA1992025,1094714,26ce967a-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1992,01/01/2022,159,CHESAP COMM SENIOR CROSSING I,1937 ROBERT HALL BLVD,CHESAPEAKE,VA,23324,-76.256287,36.786953,CHESAPEAKE CROSSING SRS COMMUNITY I LP,For Profit,,,,,,,,,,159,,Missing from Subsequent Updates,,,,,
,VAA1992035,1117530,36ce967a-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1992,01/01/2022,39,DEERFIELD APARTMENTS,1651 W MARYLAND AVE,CREWE,VA,23930,-78.143394,37.192039,PROPERTY MGMT CORP OF VA,For Profit,,,,,,,,,,39,,Missing from Subsequent Updates,,,,,
,VAA1992050,1094720,4ece967a-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% and 9% Tax Credit,01/01/1992,01/01/2022,23,GATEWAY,300 12TH ST,LYNCHBURG,VA,24504,-79.140892,37.411751,NEW LAND LP,Non-Profit,,,,,,,,,,23,,Missing from Subsequent Updates,,,,,
,VAA1992055,1094722,56ce967a-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1992,01/01/2022,88,GOVERNOR'S POINTE APARTMENTS,412 NICHOLAS CT,CHESAPEAKE,VA,23320,-76.249733,36.735027,GOVERNOR'S POINTE ASSOC LP,Non-Profit,,,,,,,,,,88,,Missing from Subsequent Updates,,,,,
